   TESTNO,               DATE,     RANK,   CODE,                                             TYPE,   LOAD,SPINDLE,  RFVcw,RFVcw1H,RFVcw2H,RFVcw3H,  LFVcw,LFVcw1H,LFVcw2H,LFVcw3H,  LFDcw,  RFVcc,RFVcc1H,RFVcc2H,RFVcc3H,  LFVcc,LFVcc1H,LFVcc2H,LFVcc3H,  LFDcc,    CON,    PLY,   RROt,   RROc, RROc1H,   RROb,   LROt, LROt1H,   LROb, LROb1H, BULGEt, BULGEb,  DENTt,  DENTb, DRRAvg,RFVcwRANK,RFVcw1HRANK,LFVcwRANK,LFVcw1HRANK,LFDcwRANK,RFVccRANK,RFVcc1HRANK,LFVccRANK,LFVcc1HRANK,LFDccRANK,CONRANK,PLYRANK,RROtRANK,RROcRANK,RROc1HRANK,RRObRANK,LROtRANK,LROt1HRANK,LRObRANK,LROb1HRANK,BULGEtRANK,BULGEbRANK,DENTtRANK,DENTbRANK,DRRAvgRank,CONTEST,LROtTEST,LRObTEST,RROcTEST,
     43,2018/06/27  14:32:52,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,    7.0,    2.1,    3.1,    0.7,    1.3,    0.6,    0.4,    0.4,   13.8,    6.6,    1.2,    3.2,    0.5,    1.8,    1.1,    0.3,    0.4,  -15.8,   -1.0,   14.8,   0.00,   0.22,   0.16,   0.00,   0.00,   0.00,   0.39,   0.11,   0.00,   0.19,   0.00,   0.16, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     44,2018/06/27  14:33:19,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    5.4,    2.9,    0.4,    1.4,    1.1,    0.6,    0.6,    0.2,   13.1,    4.1,    2.0,    0.2,    1.1,    1.5,    1.0,    0.4,    0.0,  -16.4,   -1.6,   14.7,   0.00,   0.27,   0.26,   0.00,   0.00,   0.00,   0.47,   0.57,   0.00,   0.06,   0.00,   0.04, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     45,2018/06/27  14:33:47,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    6.2,    3.6,    0.5,    1.3,    2.5,    2.1,    0.3,    0.5,   13.8,    6.9,    4.7,    0.8,    1.2,    3.1,    2.7,    0.6,    0.4,  -15.9,   -1.0,   14.9,   0.00,   0.21,   0.22,   0.00,   0.00,   0.00,   0.70,   0.32,   0.00,   0.23,   0.00,   0.18, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     46,2018/06/27  14:34:13,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    7.2,    3.2,    0.8,    1.7,    2.6,    1.9,    0.3,    0.6,   14.2,    6.6,    2.2,    0.8,    1.5,    2.2,    2.0,    0.5,    0.6,  -15.0,   -0.4,   14.6,   0.00,   0.12,   0.03,   0.00,   0.00,   0.00,   0.17,   0.02,   0.00,   0.04,   0.00,   0.04, 325.50,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     47,2018/06/27  14:34:55,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    4.5,    1.3,    1.9,    1.1,    1.6,    0.8,    0.7,    0.4,   13.6,    4.4,    0.9,    2.0,    1.0,    2.1,    1.1,    0.9,    0.3,  -14.0,   -0.2,   13.8,   0.00,   0.23,   0.17,   0.00,   0.00,   0.00,   0.39,   0.26,   0.00,   0.07,   0.00,   0.04, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     48,2018/06/27  14:35:21,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    5.8,    4.1,    0.8,    2.0,    2.7,    1.3,    1.4,    0.5,   13.6,    4.9,    3.0,    0.7,    1.7,    2.6,    1.4,    1.2,    0.6,  -15.6,   -1.0,   14.6,   0.00,   0.19,   0.15,   0.00,   0.00,   0.00,   0.49,   0.20,   0.00,   0.19,   0.00,   0.22, 325.29,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     49,2018/06/27  14:35:49,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    3.4,    1.7,    0.7,    1.2,    2.0,    0.8,    1.2,    0.7,   14.8,    3.2,    2.0,    0.5,    1.0,    1.6,    0.4,    0.9,    0.7,  -15.8,   -0.5,   15.3,   0.00,   0.14,   0.09,   0.00,   0.00,   0.00,   0.24,   0.34,   0.00,   0.06,   0.00,   0.03, 325.50,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     50,2018/06/27  14:36:17,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    5.2,    3.8,    0.8,    0.5,    2.7,    1.9,    0.7,    0.4,   13.8,    5.8,    4.1,    0.8,    0.3,    3.0,    2.5,    0.7,    0.7,  -15.4,   -0.8,   14.6,   0.00,   0.13,   0.06,   0.00,   0.00,   0.00,   0.64,   0.35,   0.00,   0.12,   0.00,   0.12, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     51,2018/06/27  14:36:44,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    7.0,    5.0,    1.9,    0.2,    1.9,    0.9,    0.4,    0.4,   14.8,    7.3,    5.2,    1.8,    0.1,    1.8,    1.4,    0.2,    0.7,  -13.7,    0.5,   14.2,   0.00,   0.19,   0.15,   0.00,   0.00,   0.00,   0.42,   0.06,   0.00,   0.25,   0.00,   0.20, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     52,2018/06/27  14:37:10,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    5.2,    3.6,    1.9,    1.1,    1.8,    0.7,    0.5,    0.5,   14.0,    5.4,    3.8,    1.6,    0.9,    3.4,    2.2,    0.9,    0.5,  -15.4,   -0.7,   14.7,   0.00,   0.15,   0.09,   0.00,   0.00,   0.00,   0.50,   0.24,   0.00,   0.20,   0.00,   0.19, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     53,2018/06/27  14:37:36,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     60,    6.0,    4.3,    1.4,    1.0,    2.0,    1.9,    0.1,    0.3,   10.0,    5.8,    3.9,    1.6,    1.1,    2.6,    1.8,    0.2,    0.6,  -13.5,   -1.8,   11.8,   0.00,   0.32,   0.26,   0.00,   0.00,   0.00,   0.59,   0.37,   0.00,   0.23,   0.00,   0.21, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     54,2018/06/27  14:41:24,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    9.9,    8.9,    0.2,    1.3,    3.2,    2.7,    0.7,    0.6,   13.5,    8.9,    8.1,    0.5,    1.0,    1.8,    1.4,    0.7,    0.1,  -15.0,   -0.7,   14.3,   0.00,   0.28,   0.27,   0.00,   0.00,   0.00,   0.63,   0.44,   0.00,   0.23,   0.00,   0.24, 325.71,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     55,2018/06/27  14:41:50,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  409.5,     59,    7.7,    5.2,    2.0,    0.9,    2.3,    1.0,    0.8,    0.1,   12.8,    7.6,    4.9,    2.0,    0.8,    1.9,    1.2,    0.7,    0.3,  -15.6,   -1.4,   14.2,   0.00,   0.14,   0.09,   0.00,   0.00,   0.00,   0.44,   0.32,   0.00,   0.13,   0.00,   0.05, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     56,2018/06/27  14:42:16,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    7.1,    6.3,    1.8,    0.5,    1.6,    0.0,    0.8,    0.4,   15.1,    6.0,    5.5,    1.1,    0.4,    0.9,    0.3,    0.4,    0.5,  -16.9,   -0.9,   16.0,   0.00,   0.26,   0.27,   0.00,   0.00,   0.00,   0.39,   0.05,   0.00,   0.23,   0.00,   0.18, 325.92,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     57,2018/06/27  14:42:44,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    5.1,    2.6,    0.8,    0.8,    1.8,    0.6,    0.9,    0.5,   14.3,    4.5,    1.8,    0.5,    0.9,    1.1,    0.1,    0.5,    0.5,  -16.2,   -0.9,   15.3,   0.00,   0.21,   0.20,   0.00,   0.00,   0.00,   0.43,   0.14,   0.00,   0.22,   0.00,   0.22, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     58,2018/06/27  14:43:41,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  409.5,     59,   11.7,    5.8,    3.4,    2.3,    3.1,    1.0,    1.9,    1.0,   18.5,   12.4,    5.2,    3.8,    2.3,    3.3,    1.6,    1.2,    0.6,  -13.7,    2.4,   16.1,   0.00,   0.51,   0.08,   0.00,   0.00,   0.00,   0.36,   0.16,   0.00,   0.07,   0.00,   0.07, 325.50,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     59,2018/06/27  14:44:03,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,   12.3,    4.8,    3.9,    2.2,    3.1,    0.9,    1.9,    0.8,   18.8,   11.9,    5.0,    3.9,    2.0,    3.2,    1.7,    1.1,    0.8,  -13.7,    2.5,   16.2,   0.00,   0.52,   0.08,   0.00,   0.00,   0.00,   0.36,   0.23,   0.00,   0.05,   0.00,   0.06, 325.29,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     60,2018/06/27  14:44:26,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     60,   11.4,    4.2,    3.7,    1.8,    3.2,    1.3,    2.1,    0.8,   18.7,   12.4,    5.2,    4.0,    2.2,    3.3,    1.4,    1.4,    0.8,  -13.3,    2.7,   16.0,   0.00,   0.55,   0.08,   0.00,   0.00,   0.00,   0.54,   0.28,   0.00,   0.10,   0.00,   0.09, 325.50,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     61,2018/06/27  14:44:49,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     60,   11.4,    4.9,    3.5,    2.2,    3.8,    1.9,    2.2,    1.0,   18.6,   12.5,    5.6,    3.7,    2.3,    3.3,    1.5,    1.3,    0.7,  -13.7,    2.4,   16.1,   0.00,   0.53,   0.09,   0.00,   0.00,   0.00,   0.47,   0.37,   0.00,   0.05,   0.00,   0.05, 325.50,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     62,2018/06/27  14:55:15,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,   10.9,    9.3,    1.1,    1.6,    1.5,    0.9,    0.4,    0.2,   13.8,   10.7,    8.9,    1.0,    1.5,    2.0,    1.3,    0.6,    0.5,  -14.3,   -0.3,   14.1,   0.00,   0.41,   0.49,   0.00,   0.00,   0.00,   0.35,   0.42,   0.00,   0.12,   0.00,   0.05, 325.81,      B,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     63,2018/06/27  14:55:39,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.7,    3.8,    1.1,    1.4,    2.1,    0.5,    1.2,    0.4,   15.6,    5.0,    4.0,    1.1,    1.1,    2.3,    1.7,    0.9,    0.3,  -14.6,    0.5,   15.1,   0.00,   0.18,   0.12,   0.00,   0.00,   0.00,   0.44,   0.11,   0.00,   0.20,   0.00,   0.17, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     64,2018/06/27  14:56:04,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,    6.5,    5.4,    0.2,    0.5,    2.1,    1.3,    0.5,    0.5,   13.9,    6.1,    5.2,    0.4,    0.5,    2.0,    1.1,    0.6,    0.3,  -15.3,   -0.7,   14.6,   0.00,   0.21,   0.21,   0.00,   0.00,   0.00,   0.52,   0.31,   0.00,   0.08,   0.00,   0.11, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     65,2018/06/27  14:56:28,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    4.0,    2.1,    0.9,    0.9,    1.2,    0.6,    0.4,    0.4,   13.7,    3.8,    1.5,    1.0,    0.9,    2.2,    1.2,    0.7,    0.1,  -15.6,   -1.0,   14.6,   0.00,   0.15,   0.10,   0.00,   0.00,   0.00,   0.43,   0.34,   0.00,   0.07,   0.00,   0.06, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     66,2018/06/27  14:56:53,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    3.8,    0.4,    1.3,    0.3,    1.5,    1.1,    0.3,    0.2,   13.9,    3.9,    0.2,    1.4,    0.3,    2.7,    1.9,    0.5,    0.4,  -15.0,   -0.6,   14.4,   0.00,   0.19,   0.09,   0.00,   0.00,   0.00,   0.42,   0.11,   0.00,   0.20,   0.00,   0.14, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     67,2018/06/27  14:57:20,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.4,    3.0,    1.4,    0.6,    2.1,    0.5,    0.6,    1.3,   16.0,    4.1,    2.9,    1.0,    0.6,    2.1,    0.6,    0.1,    1.1,  -15.9,    0.1,   16.0,   0.00,   0.19,   0.16,   0.00,   0.00,   0.00,   0.35,   0.22,   0.00,   0.18,   0.00,   0.20, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     68,2018/06/27  14:57:45,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.1,    2.3,    0.4,    0.3,    1.0,    0.4,    0.1,    0.3,   15.8,    3.4,    2.4,    0.5,    0.3,    2.7,    1.3,    1.4,    0.5,  -16.1,   -0.2,   15.9,   0.00,   0.25,   0.14,   0.00,   0.00,   0.00,   0.49,   0.27,   0.00,   0.21,   0.00,   0.21, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     69,2018/06/27  14:58:21,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.4,    1.2,    2.0,    0.7,    3.6,    2.4,    1.0,    0.3,   12.9,    3.1,    0.7,    1.7,    0.7,    3.1,    2.7,    0.5,    0.3,  -14.9,   -1.0,   13.9,   0.00,   0.17,   0.13,   0.00,   0.00,   0.00,   0.39,   0.04,   0.00,   0.22,   0.00,   0.20, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     70,2018/06/27  14:58:47,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    7.6,    6.0,    0.9,    0.5,    1.5,    1.1,    0.3,    0.3,   13.3,    7.2,    5.5,    0.8,    0.7,    1.9,    1.6,    0.4,    0.0,  -14.1,   -0.4,   13.7,   0.00,   0.25,   0.22,   0.00,   0.00,   0.00,   0.38,   0.18,   0.00,   0.09,   0.00,   0.06, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     71,2018/06/27  14:59:15,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    4.7,    1.7,    1.8,    1.5,    2.9,    2.2,    0.8,    0.3,   13.9,    5.6,    2.5,    1.7,    1.2,    3.6,    2.6,    0.7,    0.8,  -15.0,   -0.5,   14.4,   0.00,   0.15,   0.08,   0.00,   0.00,   0.00,   0.48,   0.11,   0.00,   0.23,   0.00,   0.17, 325.40,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     72,2018/06/27  14:59:41,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    5.8,    3.7,    1.2,    0.6,    1.0,    0.6,    0.1,    0.3,   13.6,    5.5,    3.8,    1.7,    0.6,    1.1,    0.5,    0.2,    0.4,  -14.4,   -0.4,   14.0,   0.00,   0.23,   0.22,   0.00,   0.00,   0.00,   0.76,   0.48,   0.00,   0.23,   0.00,   0.09, 325.50,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
     73,2018/06/27  15:00:09,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    5.2,    3.6,    0.9,    0.7,    3.0,    2.6,    0.6,    0.2,   11.7,    4.7,    3.1,    1.1,    0.7,    1.8,    1.4,    0.7,    0.4,  -15.3,   -1.8,   13.5,   0.00,   0.17,   0.12,   0.00,   0.00,   0.00,   0.45,   0.16,   0.00,   0.23,   0.00,   0.25, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
